{255 255 255 255};5;
{255 255 255 255};5;
{255 255 255 255};5;
{255 255 255 255};5;
{255 255 255 255};5;
{255 255 255 255};5;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 255 255 255};3;
{255 237 208 255};3;
{166 233 193 255};3;
{157 212 146 255};5;
{103 155 143 255};5;
{106 146 63 255};5;
{74 110 60 255};5;
{74 88 26 255};5;
{61 80 31 255};5;
{56 86 47 255};5;
{40 78 33 255};5;
{52 77 17 255};5;
{60 86 24 255};5;
{74 103 26 255};5;
{84 87 33 255};5;
{53 68 35 255};5;
{48 57 27 255};5;
{33 56 26 255};5;
{33 38 27 255};5;
{29 34 27 255};5;
{29 33 26 255};5;
{31 34 27 255};5;
{29 34 29 255};5;
{25 32 26 255};5;
{27 31 20 255};5;
{29 32 25 255};5;
{28 29 28 255};5;
{27 28 27 255};5;
{25 29 26 255};5;
{25 32 30 255};5;
{29 31 30 255};5;
{29 29 23 255};5;
{25 30 24 255};5;
{26 31 30 255};5;
{27 32 29 255};5;
{26 31 28 255};5;
{25 32 28 255};5;
{25 30 29 255};5;
{24 28 26 255};5;
{22 25 25 255};5;
{21 25 23 255};5;
{24 26 21 255};5;
{25 28 26 255};5;
{22 27 26 255};5;
{22 25 24 255};5;
{27 29 24 255};5;
{26 30 27 255};5;
{21 25 25 255};5;
{23 24 17 255};5;
{26 24 19 255};5;
{23 25 21 255};5;
{20 25 21 255};5;
{21 26 21 255};5;
{21 25 20 255};5;
{19 22 19 255};5;
{18 22 25 255};5;
{22 22 26 255};5;
{23 22 24 255};5;
{22 22 24 255};5;
{22 22 24 255};5;
{23 23 23 255};5;
{22 24 17 255};5;
{21 22 18 255};5;
{22 23 19 255};5;
{22 24 21 255};5;
{23 24 24 255};5;
{23 25 22 255};5;
{24 24 22 255};5;
{24 24 22 255};5;
{22 23 23 255};5;
{21 21 20 255};5;
{22 18 19 255};5;
{22 21 20 255};5;
{20 25 20 255};5;
{21 25 23 255};5;
{22 25 24 255};5;
{22 23 29 255};5;
{21 22 26 255};5;
{23 24 22 255};5;
{24 26 23 255};5;
{22 24 23 255};5;
{22 23 24 255};5;
{20 22 24 255};5;
{20 24 25 255};5;
{24 23 25 255};5;
{24 21 24 255};5;
{26 28 26 255};5;
{35 69 52 255};5;
{102 102 61 255};5;
{102 134 109 255};5;
{120 149 104 255};5;
{132 150 108 255};5;
{157 161 95 255};5;
{114 124 81 255};5;
{85 103 77 255};5;
{75 91 73 255};5;
{64 87 75 255};5;
{125 102 78 255};5;
{139 89 59 255};5;
{49 74 58 255};5;
{48 79 74 255};5;
{108 96 72 255};5;
{96 97 69 255};5;
{36 68 65 255};5;
{42 63 47 255};5;
